TRINITY_DN0_c12_g1	GO:0003674,GO:0005085,GO:0007165,GO:0008150,GO:0009987,GO:0050789,GO:0050794,GO:0065007,GO:0098772
TRINITY_DN1016_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0006810,GO:0008150,GO:0015399,GO:0015405,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0030554,GO:0031224,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042623,GO:0042626,GO:0043167,GO:0043168,GO:0043492,GO:0044425,GO:0051179,GO:0051234,GO:0055085,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN1016_c2_g1	GO:0005975,GO:0008150,GO:0008152,GO:0044238,GO:0071704
TRINITY_DN101719_c0_g1	GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005575,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0008270,GO:0016787,GO:0019538,GO:0031012,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0044421,GO:0046872,GO:0046914,GO:0070011,GO:0071704,GO:1901564
TRINITY_DN101757_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN10176_c0_g1	GO:0003674,GO:0003824,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0008641,GO:0009987,GO:0016874,GO:0016877,GO:0019538,GO:0019781,GO:0032446,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0045116,GO:0070647,GO:0071704,GO:1901564
TRINITY_DN101783_c0_g1	GO:0000166,GO:0003674,GO:0003774,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005856,GO:0016459,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN101786_c6_g1	GO:0001071,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005515,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN10178_c0_g1	GO:0003674,GO:0003824,GO:0004553,GO:0004559,GO:0004571,GO:0005488,GO:0005509,GO:0005575,GO:0015923,GO:0015924,GO:0016020,GO:0016787,GO:0016798,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN10178_c2_g1	GO:0000226,GO:0005575,GO:0005875,GO:0006996,GO:0007010,GO:0007017,GO:0007051,GO:0008150,GO:0009987,GO:0016043,GO:0022402,GO:0022607,GO:0032991,GO:0043234,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0051225,GO:0070652,GO:0070925,GO:0071840
TRINITY_DN1017_c6_g1	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0009058,GO:0016491,GO:0016740,GO:0016741,GO:0016742,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN101815_c1_g1	GO:0003674,GO:0005488,GO:0009055,GO:0051536,GO:0051540
TRINITY_DN101835_c0_g1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0005488,GO:0005525,GO:0017076,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN10184_c0_g1	GO:0003674,GO:0003824,GO:0008080,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747
TRINITY_DN1018_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0042162,GO:0042802,GO:0042803,GO:0043565,GO:0046983,GO:0097159,GO:1901363
TRINITY_DN10191_c3_g1	GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0008150,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0051179,GO:0051234,GO:0055085
TRINITY_DN10194_c0_g2	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN10196_c0_g1	GO:0005575,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0016020,GO:0033036,GO:0042886,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0071702,GO:0071705
TRINITY_DN10196_c1_g1	GO:0003674,GO:0005488,GO:0005515,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914
TRINITY_DN10197_c1_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN10199_c1_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0015074,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363
TRINITY_DN10202_c2_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN102050_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN10206_c0_g2	GO:0003674,GO:0005096,GO:0005488,GO:0005515,GO:0008047,GO:0030234,GO:0030695,GO:0060589,GO:0098772
TRINITY_DN10211_c1_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN10213_c4_g2	GO:0003674,GO:0003824,GO:0016301,GO:0016740,GO:0016772
TRINITY_DN102151_c1_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN10215_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005515,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN10216_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN102192_c0_g1	GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0015074,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360
TRINITY_DN1021_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN102212_c0_g1	GO:0005575,GO:0016459,GO:0032991,GO:0043234,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464
TRINITY_DN102253_c0_g1	GO:0003674,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914
TRINITY_DN10231_c0_g1	GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0008150,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0051179,GO:0051234,GO:0055085
TRINITY_DN10232_c0_g1	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016209,GO:0016491,GO:0016684,GO:0044699,GO:0044710,GO:0051920,GO:0055114
TRINITY_DN102346_c0_g1	GO:0005575,GO:0005882,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0045095,GO:0099080,GO:0099081,GO:0099512,GO:0099513
TRINITY_DN102352_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN10235_c9_g1	GO:0003674,GO:0003824,GO:0004180,GO:0004185,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070008,GO:0070011,GO:0071704,GO:1901564
TRINITY_DN1023_c0_g1	GO:0003674,GO:0005488,GO:0005506,GO:0008199,GO:0043167,GO:0043169,GO:0046872,GO:0046914
TRINITY_DN102427_c0_g1	GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0009987,GO:0016070,GO:0016740,GO:0016741,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363
TRINITY_DN102432_c0_g1	GO:0003674,GO:0003824,GO:0004842,GO:0016740,GO:0019787,GO:0061630,GO:0061659
TRINITY_DN102432_c0_g2	GO:0003674,GO:0003824,GO:0004842,GO:0016740,GO:0019787,GO:0061630,GO:0061659
TRINITY_DN102449_c0_g1	GO:0003674,GO:0004857,GO:0005575,GO:0005576,GO:0030234,GO:0030414,GO:0061134,GO:0098772
TRINITY_DN1024_c0_g3	GO:0005575,GO:0005634,GO:0006325,GO:0006334,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0034622,GO:0034728,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044424,GO:0044464,GO:0065003,GO:0065004,GO:0071824,GO:0071840
TRINITY_DN10254_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN102645_c0_g2	GO:0003674,GO:0003824,GO:0004435,GO:0004620,GO:0004629,GO:0005488,GO:0005509,GO:0006629,GO:0008081,GO:0008150,GO:0008152,GO:0009056,GO:0016042,GO:0016298,GO:0016787,GO:0016788,GO:0042578,GO:0043167,GO:0043169,GO:0044238,GO:0044699,GO:0044710,GO:0044712,GO:0046872,GO:0071704,GO:1901575
TRINITY_DN10264_c0_g1	GO:0003674,GO:0003824,GO:0004143,GO:0005488,GO:0005509,GO:0007165,GO:0007186,GO:0007205,GO:0008150,GO:0009987,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0035556,GO:0043167,GO:0043169,GO:0046872,GO:0050789,GO:0050794,GO:0065007
TRINITY_DN10265_c0_g1	GO:0003674,GO:0003824,GO:0005575,GO:0016021,GO:0016740,GO:0016765,GO:0031224,GO:0044425
TRINITY_DN10266_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN1026_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN102776_c1_g1	GO:0003674,GO:0003824,GO:0004175,GO:0004197,GO:0004198,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016787,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:1901564
TRINITY_DN1027_c0_g1	GO:0005575,GO:0016021,GO:0031224,GO:0044425
TRINITY_DN10281_c0_g1	GO:0007275,GO:0008150,GO:0009987,GO:0030154,GO:0032501,GO:0032502,GO:0044699,GO:0044707,GO:0044763,GO:0044767,GO:0048856,GO:0048869
TRINITY_DN10282_c1_g1	GO:0006810,GO:0006890,GO:0008150,GO:0016192,GO:0048193,GO:0051179,GO:0051234
TRINITY_DN102841_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN10291_c0_g1	GO:0003674,GO:0005092,GO:0005094,GO:0005575,GO:0005737,GO:0030234,GO:0030695,GO:0044424,GO:0044464,GO:0060589,GO:0098772
TRINITY_DN102925_c0_g1	GO:0003674,GO:0005215,GO:0005575,GO:0015291,GO:0015293,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0044425
TRINITY_DN10295_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0006457,GO:0008150,GO:0009987,GO:0016272,GO:0032991,GO:0043234,GO:0051082
TRINITY_DN10297_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN1029_c0_g1	GO:0003674,GO:0003824,GO:0016787
TRINITY_DN102_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN103013_c0_g1	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN103013_c0_g2	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN103076_c0_g1	GO:0005575,GO:0016021,GO:0031224,GO:0044425
TRINITY_DN10310_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN10310_c1_g1	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004386,GO:0005488,GO:0005524,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN103196_c0_g1	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0019842,GO:0030976,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0046872,GO:0048037,GO:0050662,GO:0097159,GO:1901363,GO:1901681
TRINITY_DN1031_c0_g1	GO:0003674,GO:0003824,GO:0004611,GO:0005975,GO:0005996,GO:0006006,GO:0006094,GO:0008150,GO:0008152,GO:0009058,GO:0016051,GO:0016829,GO:0016830,GO:0016831,GO:0019318,GO:0019319,GO:0044238,GO:0044281,GO:0044283,GO:0044699,GO:0044710,GO:0044711,GO:0044723,GO:0046364,GO:0071704,GO:1901576
TRINITY_DN10320_c2_g1	GO:0005575,GO:0005739,GO:0006091,GO:0008150,GO:0008152,GO:0009987,GO:0022900,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0055114
TRINITY_DN10321_c0_g1	GO:0003674,GO:0003824,GO:0008146,GO:0016740,GO:0016782
TRINITY_DN103266_c0_g1	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003909,GO:0003910,GO:0005488,GO:0005524,GO:0006139,GO:0006259,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008270,GO:0009987,GO:0016874,GO:0016886,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363
TRINITY_DN103270_c0_g1	GO:0003674,GO:0005488,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN10327_c0_g1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN1032_c0_g1	GO:0000062,GO:0003674,GO:0005488,GO:0043167,GO:0043168,GO:0048037,GO:0050662,GO:1901567,GO:1901681
TRINITY_DN103311_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN10331_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN103341_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0015074,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363
TRINITY_DN10335_c6_g3	GO:0003674,GO:0005198,GO:0005201
TRINITY_DN103386_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN1033_c0_g1	GO:0003674,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914
TRINITY_DN1033_c2_g1	GO:0003674,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914
TRINITY_DN1033_c3_g1	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0006807,GO:0006810,GO:0006869,GO:0008150,GO:0008152,GO:0008270,GO:0008289,GO:0019538,GO:0042157,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0044699,GO:0044765,GO:0046872,GO:0046914,GO:0051179,GO:0051234,GO:0071702,GO:0071704,GO:1901564,GO:1902578
TRINITY_DN1033_c5_g1	GO:0003674,GO:0005488,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN103415_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN10344_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN10354_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0046983,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN10354_c1_g1	GO:0003674,GO:0005488,GO:0005515,GO:0008092,GO:0015631,GO:0043015
TRINITY_DN10357_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN1035_c0_g1	GO:0003674,GO:0005488,GO:0005509,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN10360_c0_g1	GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008519,GO:0015075,GO:0015696,GO:0016020,GO:0022857,GO:0022891,GO:0022892,GO:0051179,GO:0051234,GO:0071705
TRINITY_DN10360_c1_g1	GO:0003674,GO:0003824,GO:0008080,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747
TRINITY_DN10365_c1_g1	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005515,GO:0016301,GO:0016740,GO:0016772,GO:0016773
TRINITY_DN10367_c0_g1	GO:0003674,GO:0003824,GO:0016491,GO:0016624,GO:0016903
TRINITY_DN103680_c0_g2	GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004518,GO:0005488,GO:0016787,GO:0016788,GO:0097159,GO:1901363
TRINITY_DN10370_c0_g3	GO:0005575,GO:0017053,GO:0032991
TRINITY_DN10372_c3_g3	GO:0000166,GO:0003674,GO:0005488,GO:0036094,GO:0043167,GO:0043168,GO:0048037,GO:0050662,GO:0051287,GO:0070403,GO:0097159,GO:1901265,GO:1901363
TRINITY_DN103780_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN103796_c0_g1	GO:0007165,GO:0008150,GO:0009987,GO:0035556,GO:0050789,GO:0050794,GO:0065007
TRINITY_DN1037_c0_g1	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363
TRINITY_DN103829_c1_g1	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005085,GO:0005096,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007165,GO:0008047,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0030234,GO:0030695,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0050789,GO:0050794,GO:0060589,GO:0065007,GO:0071704,GO:0098772,GO:1901564
TRINITY_DN10387_c0_g1	GO:0003674,GO:0005488,GO:0005575,GO:0005576,GO:0006807,GO:0006810,GO:0006869,GO:0008150,GO:0008152,GO:0008289,GO:0019538,GO:0042157,GO:0043170,GO:0044238,GO:0044699,GO:0044765,GO:0051179,GO:0051234,GO:0071702,GO:0071704,GO:1901564,GO:1902578
TRINITY_DN10391_c0_g1	GO:0000287,GO:0003674,GO:0003824,GO:0004427,GO:0005488,GO:0005575,GO:0005737,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044464,GO:0046872
TRINITY_DN10398_c0_g1	GO:0003674,GO:0003824,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009116,GO:0009987,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0046483,GO:0055086,GO:0071704,GO:1901135,GO:1901360,GO:1901564,GO:1901657
TRINITY_DN1039_c2_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN104002_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0004984,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN104031_c2_g1	GO:0003674,GO:0004871,GO:0004872,GO:0005575,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008277,GO:0009966,GO:0010646,GO:0015026,GO:0015031,GO:0015833,GO:0016021,GO:0023051,GO:0031224,GO:0033036,GO:0038023,GO:0042886,GO:0044425,GO:0045184,GO:0046907,GO:0048583,GO:0050789,GO:0050794,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060089,GO:0065007,GO:0071702,GO:0071705
TRINITY_DN10403_c0_g1	GO:0003674,GO:0008047,GO:0019208,GO:0019211,GO:0030234,GO:0098772
TRINITY_DN10407_c0_g2	GO:0003674,GO:0005488,GO:0005515,GO:0019904
TRINITY_DN104093_c0_g1	GO:0003674,GO:0005215,GO:0005319,GO:0005548,GO:0007009,GO:0008150,GO:0009987,GO:0016043,GO:0017121,GO:0017128,GO:0022892,GO:0044699,GO:0044763,GO:0044802,GO:0061024,GO:0065007,GO:0065008,GO:0071840,GO:0097035
TRINITY_DN1040_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN104150_c0_g1	GO:0003674,GO:0003676,GO:0003824,GO:0004518,GO:0004527,GO:0005488,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009987,GO:0016787,GO:0016788,GO:0034641,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0097159,GO:1901360,GO:1901363
TRINITY_DN10416_c0_g1	GO:0003674,GO:0003824,GO:0005215,GO:0005388,GO:0008324,GO:0015075,GO:0015085,GO:0015399,GO:0015405,GO:0015662,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0046873,GO:0072509
